[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,N41(40),NR SA,902,-66.360000,20.640000,,,,,,,,,,,,,0.013,0.216
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.330000,20.350000,,,,,,,,,,,,,0.435,0.519
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.590000,18.100000,,,,,,,,,,,,,152.013,1.497
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.600000,17.930000,,,,,,,,,,,,,396.829,2.998
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.900000,17.990000,,,,,,,,,,,,,0.060,1.711
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-72.150000,19.260000,,,,,,,,,,,,,100.012,0.663
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.670000,18.240000,,,,,,,,,,,,,14.880,0.667
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.550000,18.500000,,,,,,,,,,,,,0.035,0.006
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.070000,19.290000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.460000,20.590000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-66.350000,19.990000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-64.070000,20.270000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-64.670000,19.920000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-67.880000,18.510000,,,,,,,,,,,,,0.000,0.239
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-73.870000,17.930000,,,,,,,,,,,,,0.305,0.627
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-75.550000,20.960000,,,,,,,,,,,,,0.001,0.001
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-75.040000,21.070000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.340000,20.520000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-64.310000,20.580000,,,,,,,,,,,,,0.000,
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-62.740000,21.570000,,,,,,,,,,,,,0.003,0.239
,,,,NR SA,,,,,,,,,,,,,,,,0.002,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,902,-66.770000,21.060000,,,,,,,,,,,,,0.001,0.054
,,,N41(40),NR SA,902,-65.480000,20.540000,,,,,,,,,,,,,0.003,0.128
,,,N41(40),NR SA,902,-67.470000,20.850000,,,,,,,,,,,,,0.137,0.291
,,,N41(40),NR SA,902,-70.080000,21.990000,,,,,,,,,,,,,0.304,0.348
,,,N41(40),NR SA,902,-70.830000,22.270000,,,,,,,,,,,,,0.014,0.109
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.470000,21.120000,,,,,,,,,,,,,0.480,0.447
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.480000,20.580000,,,,,,,,,,,,,0.000,0.394
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.130000,20.870000,,,,,,,,,,,,,0.166,0.699
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-69.960000,21.290000,,,,,,,,,,,,,36.120,0.974
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.930000,20.790000,,,,,,,,,,,,,153.126,1.083
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.320000,21.140000,,,,,,,,,,,,,187.290,1.383
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.660000,20.830000,,,,,,,,,,,,,134.566,1.570
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.280000,22.260000,,,,,,,,,,,,,16.111,0.124
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-68.310000,20.750000,,,,,,,,,,,,,60.459,1.084
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-70.710000,21.160000,,,,,,,,,,,,,47.333,0.590
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,902,-71.240000,22.890000,,,,,,,,,,,,,0.157,0.446
